,podium
8596,16
8597,22
8598,15
8599,19
8600,17
8601,18
8602,1
8603,4
8604,3
8605,6
8606,2
8607,21
8608,18
8609,9
8610,19
8611,5
8612,16
8613,11
8614,7
8615,17
8616,13
8617,12
8618,10
8619,14
8620,22
8621,15
8622,20
8623,8
8624,1
8625,2
8626,3
8627,6
8628,5
8629,12
8630,15
8631,10
8632,16
8633,17
8634,18
8635,19
8636,20
8637,11
8638,13
8639,21
8640,7
8641,14
8642,22
8643,8
8644,1
8645,3
8646,2
8647,19
8648,4
8649,5
8650,6
8651,7
8652,9
8653,18
8654,8
8655,12
8656,20
8657,10
8658,15
8659,11
8660,17
8661,14
8662,21
8663,16
8664,22
8665,13
8666,3
8667,1
8668,2
8669,4
8670,6
8671,16
8672,5
8673,9
8674,18
8675,11
8676,13
8677,8
8678,15
8679,20
8680,17
8681,10
8682,14
8683,22
8684,7
8685,21
8686,15
8687,7
8688,4
8689,2
8690,20
8691,6
8692,18
8693,12
8694,22
8695,3
8696,8
8697,5
8698,19
8699,1
8700,14
8701,9
8702,16
8703,17
8704,13
8705,11
8706,21
8707,10
8708,1
8709,3
8710,2
8711,6
8712,14
8713,4
8714,21
8715,12
8716,10
8717,11
8718,5
8719,9
8720,8
8721,18
8722,7
8723,15
8724,13
8725,20
8726,22
8727,19
8728,17
8729,16
8730,2
8731,1
8732,8
8733,9
8734,5
8735,3
8736,20
8737,6
8738,4
8739,19
8740,7
8741,22
8742,15
8743,12
8744,13
8745,14
8746,17
8747,10
8748,18
8749,16
8750,21
8751,2
8752,3
8753,6
8754,4
8755,21
8756,1
8757,5
8758,7
8759,13
8760,12
8761,14
8762,9
8763,10
8764,8
8765,11
8766,17
8767,19
8768,20
8769,16
8770,18
8771,22
8772,2
8773,20
8774,7
8775,6
8776,1
8777,3
8778,4
8779,12
8780,8
8781,10
8782,5
8783,9
8784,11
8785,19
8786,14
8787,22
8788,21
8789,13
8790,18
8791,15
8792,16
8793,1
8794,5
8795,19
8796,2
8797,7
8798,6
8799,20
8800,17
8801,9
8802,21
8803,8
8804,22
8805,3
8806,13
8807,11
8808,14
8809,18
8810,10
8811,16
8812,12
8813,1
8814,2
8815,4
8816,3
8817,20
8818,5
8819,13
8820,9
8821,8
8822,12
8823,16
8824,7
8825,10
8826,15
8827,18
8828,11
8829,21
8830,19
8831,14
8832,17
8833,22
8834,5
8835,1
8836,3
8837,2
8838,4
8839,19
8840,18
8841,7
8842,15
8843,10
8844,8
8845,6
8846,20
8847,13
8848,12
8849,17
8850,14
8851,16
8852,9
8853,21
8854,22
8855,11
8856,1
8857,2
8858,3
8859,5
8860,4
8861,6
8862,8
8863,17
8864,7
8865,10
8866,11
8867,9
8868,16
8869,12
8870,13
8871,21
8872,19
8873,20
8874,22
8875,15
8876,18
8877,14
8878,1
8879,3
8880,19
8881,2
8882,4
8883,20
8884,15
8885,7
8886,5
8887,9
8888,6
8889,10
8890,8
8891,12
8892,16
8893,22
8894,21
8895,13
8896,14
8897,1
8898,2
8899,3
8900,4
8901,12
8902,21
8903,6
8904,5
8905,10
8906,11
8907,7
8908,22
8909,14
8910,15
8911,13
8912,18
8913,9
8914,20
8915,16
8916,17
8917,1
8918,7
8919,2
8920,5
8921,21
8922,9
8923,10
8924,17
8925,22
8926,13
8927,6
8928,14
8929,12
8930,16
8931,20
8932,19
8933,11
8934,8
8935,3
8936,18
8937,15
8938,4
8939,1
8940,2
8941,3
8942,4
8943,18
8944,5
8945,8
8946,6
8947,7
8948,9
8949,20
8950,22
8951,12
8952,16
8953,21
8954,11
8955,10
8956,19
8957,17
8958,13
8959,14
8960,15
8961,2
8962,3
8963,1
8964,4
8965,6
8966,15
8967,5
8968,21
8969,9
8970,10
8971,8
8972,11
8973,12
8974,18
8975,22
8976,14
8977,20
8978,19
8979,17
8980,16
8981,3
8982,1
8983,2
8984,5
8985,4
8986,20
8987,7
8988,8
8989,6
8990,17
8991,22
8992,11
8993,13
8994,9
8995,19
8996,16
8997,12
8998,10
8999,18
9000,21
9001,14
9002,14
9003,1
9004,2
9005,6
9006,7
9007,3
9008,8
9009,13
9010,16
9011,9
9012,20
9013,4
9014,10
9015,11
9016,12
9017,15
9018,18
9019,21
9020,22
9021,5
9022,19
9023,17
9024,1
9025,3
9026,2
9027,7
9028,6
9029,4
9030,5
9031,10
9032,9
9033,11
9034,8
9035,14
9036,12
9037,13
9038,20
9039,19
9040,21
9041,18
9042,15
9043,16
9044,17
9045,22
9046,1
9047,5
9048,2
9049,3
9050,8
9051,4
9052,6
9053,7
9054,16
9055,9
9056,14
9057,22
9058,10
9059,11
9060,15
9061,12
9062,18
9063,19
9064,21
9065,20
9066,13
9067,17
9068,1
9069,2
9070,21
9071,4
9072,3
9073,5
9074,7
9075,6
9076,11
9077,8
9078,9
9079,10
9080,13
9081,14
9082,12
9083,18
9084,16
9085,15
9086,17
9087,22
9088,19
9089,20
9090,1
9091,2
9092,3
9093,4
9094,6
9095,5
9096,7
9097,11
9098,8
9099,10
9100,20
9101,18
9102,12
9103,9
9104,19
9105,21
9106,13
9107,15
9108,14
9109,16
9110,17
9111,22
9112,1
9113,21
9114,3
9115,6
9116,14
9117,11
9118,20
9119,19
9120,7
9121,5
9122,2
9123,4
9124,13
9125,9
9126,18
9127,10
9128,22
9129,17
9130,8
9131,15
9132,12
9133,19
9134,1
9135,3
9136,2
9137,8
9138,20
9139,10
9140,7
9141,18
9142,5
9143,6
9144,13
9145,9
9146,22
9147,16
9148,15
9149,4
9150,11
9151,12
9152,14
9153,21
9154,17
9155,2
9156,7
9157,1
9158,3
9159,20
9160,6
9161,5
9162,8
9163,9
9164,4
9165,16
9166,22
9167,18
9168,13
9169,11
9170,19
9171,17
9172,12
9173,10
9174,14
9175,15
9176,21
9177,1
9178,9
9179,5
9180,13
9181,2
9182,15
9183,3
9184,14
9185,22
9186,4
9187,18
9188,6
9189,21
9190,7
9191,10
9192,11
9193,12
9194,19
9195,19
9196,1
9197,4
9198,2
9199,6
9200,7
9201,8
9202,3
9203,5
9204,21
9205,10
9206,9
9207,11
9208,13
9209,18
9210,14
9211,12
9212,22
9213,16
9214,20
9215,15
9216,17
9217,3
9218,1
9219,13
9220,2
9221,5
9222,4
9223,6
9224,8
9225,21
9226,10
9227,7
9228,11
9229,9
9230,20
9231,15
9232,14
9233,18
9234,12
9235,22
9236,19
9237,16
9238,17
9239,1
9240,15
9241,2
9242,4
9243,3
9244,17
9245,5
9246,8
9247,9
9248,20
9249,16
9250,7
9251,6
9252,11
9253,14
9254,19
9255,12
9256,22
9257,10
9258,21
9259,18
9260,13
9261,1
9262,12
9263,2
9264,3
9265,4
9266,7
9267,6
9268,10
9269,5
9270,9
9271,8
9272,14
9273,11
9274,17
9275,13
9276,19
9277,15
9278,18
9279,16
9280,20
9281,3
9282,9
9283,1
9284,8
9285,2
9286,16
9287,10
9288,13
9289,4
9290,12
9291,11
9292,14
9293,7
9294,6
9295,20
9296,17
9297,15
9298,5
9299,18
9300,19
9301,1
9302,18
9303,16
9304,10
9305,5
9306,9
9307,2
9308,7
9309,4
9310,15
9311,3
9312,6
9313,17
9314,20
9315,14
9316,13
9317,2
9318,1
9319,8
9320,3
9321,5
9322,6
9323,9
9324,11
9325,7
9326,4
9327,13
9328,12
9329,10
9330,17
9331,15
9332,20
9333,18
9334,19
9335,16
9336,14
9337,5
9338,10
9339,4
9340,1
9341,2
9342,6
9343,16
9344,19
9345,13
9346,20
9347,12
9348,11
9349,7
9350,8
9351,3
9352,15
9353,18
9354,17
9355,1
9356,3
9357,5
9358,9
9359,11
9360,6
9361,7
9362,19
9363,8
9364,13
9365,20
9366,4
9367,10
9368,17
9369,12
9370,14
9371,2
9372,18
9373,15
9374,16
9375,5
9376,1
9377,17
9378,8
9379,2
9380,3
9381,4
9382,9
9383,7
9384,6
9385,20
9386,12
9387,11
9388,10
9389,13
9390,16
9391,15
9392,18
9393,19
9394,1
9395,2
9396,3
9397,18
9398,4
9399,6
9400,5
9401,9
9402,8
9403,10
9404,15
9405,20
9406,7
9407,12
9408,11
9409,13
9410,17
9411,14
9412,3
9413,1
9414,10
9415,18
9416,2
9417,4
9418,8
9419,6
9420,7
9421,5
9422,16
9423,20
9424,9
9425,11
9426,12
9427,19
9428,15
9429,13
9430,14
9431,17
9432,1
9433,2
9434,8
9435,18
9436,14
9437,6
9438,13
9439,4
9440,11
9441,5
9442,3
9443,20
9444,16
9445,9
9446,7
9447,17
9448,10
9449,12
9450,15
9451,19
9452,13
9453,3
9454,15
9455,11
9456,10
9457,5
9458,4
9459,2
9460,6
9461,8
9462,16
9463,9
9464,18
9465,7
9466,20
9467,12
9468,19
9469,17
9470,12
9471,3
9472,17
9473,1
9474,7
9475,2
9476,5
9477,19
9478,6
9479,10
9480,20
9481,4
9482,8
9483,15
9484,11
9485,9
9486,13
9487,14
9488,18
9489,16
9490,1
9491,3
9492,2
9493,4
9494,18
9495,9
9496,20
9497,13
9498,5
9499,8
9500,6
9501,7
9502,11
9503,15
9504,10
9505,14
9506,12
9507,16
9508,19
9509,17
9510,1
9511,8
9512,3
9513,5
9514,7
9515,2
9516,4
9517,10
9518,14
9519,6
9520,19
9521,9
9522,11
9523,20
9524,15
9525,17
9526,13
9527,12
9528,18
9529,16
9530,1
9531,2
9532,13
9533,14
9534,6
9535,16
9536,15
9537,12
9538,10
9539,5
9540,18
9541,19
9542,7
9543,17
9544,11
9545,9
9546,8
9547,1
9548,4
9549,3
9550,8
9551,6
9552,19
9553,14
9554,5
9555,11
9556,2
9557,12
9558,7
9559,15
9560,20
9561,10
9562,9
9563,13
9564,18
9565,17
9566,16
9567,1
9568,9
9569,2
9570,4
9571,3
9572,20
9573,15
9574,10
9575,6
9576,8
9577,12
9578,5
9579,19
9580,18
9581,11
9582,16
9583,13
9584,17
9585,7
9586,14
9587,3
9588,7
9589,2
9590,1
9591,4
9592,5
9593,8
9594,14
9595,9
9596,6
9597,12
9598,20
9599,18
9600,19
9601,10
9602,17
9603,15
9604,11
9605,16
9606,13
9607,1
9608,4
9609,2
9610,6
9611,3
9612,10
9613,17
9614,5
9615,8
9616,11
9617,13
9618,12
9619,7
9620,9
9621,18
9622,15
9623,19
9624,16
9625,20
9626,14
9627,1
9628,3
9629,2
9630,18
9631,4
9632,6
9633,16
9634,5
9635,7
9636,15
9637,20
9638,19
9639,9
9640,8
9641,14
9642,11
9643,17
9644,13
9645,12
9646,3
9647,1
9648,19
9649,2
9650,4
9651,9
9652,6
9653,10
9654,5
9655,7
9656,11
9657,12
9658,8
9659,14
9660,17
9661,13
9662,16
9663,15
9664,20
9665,18
9666,1
9667,3
9668,2
9669,7
9670,11
9671,6
9672,5
9673,9
9674,8
9675,14
9676,4
9677,13
9678,20
9679,12
9680,15
9681,10
9682,19
9683,16
9684,18
9685,1
9686,6
9687,5
9688,2
9689,18
9690,8
9691,15
9692,3
9693,19
9694,13
9695,10
9696,7
9697,12
9698,17
9699,4
9700,14
9701,16
9702,11
9703,20
9704,9
9705,18
9706,17
9707,3
9708,1
9709,4
9710,5
9711,2
9712,7
9713,9
9714,16
9715,8
9716,10
9717,6
9718,12
9719,11
9720,14
9721,19
9722,13
9723,15
9724,2
9725,4
9726,1
9727,20
9728,7
9729,3
9730,5
9731,6
9732,9
9733,8
9734,11
9735,10
9736,14
9737,15
9738,19
9739,12
9740,18
9741,13
9742,16
9743,17
9744,2
9745,16
9746,5
9747,7
9748,4
9749,1
9750,10
9751,3
9752,9
9753,8
9754,11
9755,19
9756,15
9757,17
9758,6
9759,12
9760,20
9761,13
9762,18
9763,14
9764,12
9765,4
9766,3
9767,6
9768,1
9769,2
9770,17
9771,5
9772,8
9773,20
9774,14
9775,15
9776,19
9777,9
9778,7
9779,11
9780,10
9781,16
9782,13
9783,1
9784,4
9785,11
9786,17
9787,3
9788,2
9789,8
9790,7
9791,6
9792,9
9793,5
9794,10
9795,16
9796,12
9797,18
9798,15
9799,13
9800,20
9801,14
9802,1
9803,2
9804,3
9805,6
9806,4
9807,7
9808,5
9809,13
9810,9
9811,8
9812,12
9813,15
9814,10
9815,16
9816,14
9817,8
9818,1
9819,18
9820,19
9821,6
9822,7
9823,16
9824,2
9825,15
9826,20
9827,10
9828,14
9829,13
9830,5
9831,4
9832,9
9833,3
9834,17
9835,11
9836,19
9837,1
9838,2
9839,4
9840,3
9841,7
9842,10
9843,5
9844,9
9845,8
9846,12
9847,6
9848,13
9849,20
9850,14
9851,15
9852,17
9853,11
9854,18
9855,16
9856,4
9857,2
9858,1
9859,3
9860,5
9861,8
9862,6
9863,7
9864,11
9865,12
9866,10
9867,9
9868,14
9869,18
9870,16
9871,22
9872,21
9873,13
9874,20
9875,17
9876,15
9877,23
9878,17
9879,9
9880,4
9881,1
9882,3
9883,5
9884,10
9885,8
9886,2
9887,18
9888,6
9889,21
9890,7
9891,12
9892,22
9893,23
9894,11
9895,19
9896,13
9897,24
9898,20
9899,14
9900,2
9901,3
9902,1
9903,5
9904,10
9905,4
9906,12
9907,21
9908,22
9909,20
9910,19
9911,24
9912,11
9913,9
9914,18
9915,23
9916,17
9917,13
9918,6
9919,7
9920,15
9921,16
9922,14
9923,6
9924,8
9925,4
9926,3
9927,1
9928,2
9929,9
9930,5
9931,10
9932,11
9933,12
9934,13
9935,21
9936,7
9937,22
9938,15
9939,20
9940,23
9941,24
9942,18
9943,14
9944,19
9945,16
9946,1
9947,3
9948,14
9949,2
9950,5
9951,4
9952,8
9953,13
9954,6
9955,12
9956,7
9957,22
9958,16
9959,20
9960,10
9961,15
9962,9
9963,17
9964,11
9965,24
9966,23
9967,18
9968,19
9969,21
9970,1
9971,3
9972,2
9973,4
9974,5
9975,7
9976,12
9977,23
9978,18
9979,9
9980,24
9981,8
9982,10
9983,13
9984,22
9985,19
9986,11
9987,16
9988,15
9989,21
9990,20
9991,17
9992,14
9993,3
9994,1
9995,22
9996,2
9997,4
9998,5
9999,6
10000,7
10001,15
10002,10
10003,9
10004,8
10005,11
10006,16
10007,14
10008,12
10009,17
10010,13
10011,24
10012,23
10013,18
10014,21
10015,19
10016,20
10017,1
10018,4
10019,3
10020,2
10021,9
10022,15
10023,5
10024,7
10025,10
10026,6
10027,14
10028,13
10029,11
10030,17
10031,8
10032,12
10033,22
10034,24
10035,16
10036,21
10037,20
10038,23
10039,19
10040,18
10041,1
10042,24
10043,2
10044,8
10045,11
10046,5
10047,3
10048,22
10049,4
10050,14
10051,9
10052,10
10053,6
10054,16
10055,15
10056,12
10057,13
10058,7
10059,21
10060,23
10061,17
10062,19
10063,18
10064,20
10065,7
10066,1
10067,14
10068,2
10069,3
10070,23
10071,15
10072,5
10073,22
10074,9
10075,8
10076,6
10077,10
10078,4
10079,13
10080,12
10081,21
10082,17
10083,18
10084,11
10085,16
10086,24
10087,19
10088,20
10089,3
10090,1
10091,2
10092,6
10093,5
10094,4
10095,7
10096,12
10097,8
10098,13
10099,9
10100,11
10101,10
10102,14
10103,15
10104,24
10105,23
10106,20
10107,17
10108,19
10109,16
10110,22
10111,18
10112,3
10113,1
10114,2
10115,4
10116,20
10117,22
10118,5
10119,21
10120,7
10121,6
10122,8
10123,10
10124,23
10125,11
10126,12
10127,13
10128,24
10129,16
10130,14
10131,15
10132,18
10133,17
10134,9
10135,19
10136,2
10137,1
10138,3
10139,15
10140,22
10141,4
10142,24
10143,5
10144,14
10145,21
10146,13
10147,10
10148,16
10149,6
10150,19
10151,12
10152,8
10153,23
10154,20
10155,18
10156,7
10157,17
10158,11
10159,1
10160,2
10161,3
10162,6
10163,23
10164,4
10165,5
10166,7
10167,8
10168,10
10169,16
10170,9
10171,24
10172,11
10173,15
10174,14
10175,21
10176,18
10177,12
10178,13
10179,20
10180,22
10181,19
10182,17
10183,1
10184,2
10185,19
10186,4
10187,3
10188,6
10189,5
10190,7
10191,13
10192,21
10193,12
10194,11
10195,14
10196,18
10197,9
10198,24
10199,10
10200,17
10201,16
10202,15
10203,23
10204,20
10205,22
10206,1
10207,2
10208,19
10209,3
10210,4
10211,17
10212,9
10213,5
10214,20
10215,6
10216,8
10217,21
10218,22
10219,7
10220,18
10221,11
10222,23
10223,10
10224,13
10225,12
10226,24
10227,14
10228,15
10229,16
10230,17
10231,23
10232,1
10233,2
10234,24
10235,3
10236,12
10237,5
10238,4
10239,7
10240,10
10241,8
10242,9
10243,16
10244,11
10245,20
10246,6
10247,22
10248,19
10249,18
10250,13
10251,21
10252,15
10253,14
10254,8
10255,1
10256,2
10257,4
10258,3
10259,14
10260,9
10261,7
10262,15
10263,16
10264,5
10265,10
10266,6
10267,11
10268,17
10269,24
10270,20
10271,19
10272,13
10273,18
10274,23
10275,12
10276,22
10277,21
10278,1
10279,2
10280,7
10281,3
10282,8
10283,10
10284,12
10285,23
10286,4
10287,6
10288,5
10289,14
10290,13
10291,11
10292,16
10293,24
10294,9
10295,15
10296,21
10297,17
10298,22
10299,18
10300,19
10301,20
10302,1
10303,2
10304,5
10305,6
10306,4
10307,3
10308,17
10309,7
10310,21
10311,8
10312,19
10313,11
10314,22
10315,10
10316,20
10317,9
10318,12
10319,18
10320,13
10321,15
10322,14
10323,1
10324,8
10325,4
10326,2
10327,6
10328,3
10329,5
10330,17
10331,12
10332,7
10333,9
10334,13
10335,14
10336,10
10337,22
10338,21
10339,11
10340,24
10341,15
10342,20
10343,16
10344,19
10345,18
10346,23
10347,2
10348,4
10349,1
10350,5
10351,7
10352,6
10353,24
10354,11
10355,14
10356,15
10357,17
10358,10
10359,8
10360,13
10361,12
10362,18
10363,3
10364,16
10365,19
10366,20
10367,21
10368,22
10369,23
10370,1
10371,2
10372,5
10373,4
10374,3
10375,6
10376,8
10377,12
10378,7
10379,15
10380,13
10381,23
10382,17
10383,14
10384,9
10385,16
10386,19
10387,18
10388,22
10389,24
10390,21
10391,20
10392,4
10393,1
10394,2
10395,5
10396,3
10397,11
10398,7
10399,22
10400,15
10401,14
10402,9
10403,16
10404,10
10405,23
10406,12
10407,13
10408,18
10409,17
10410,19
10411,24
10412,21
10413,20
10414,1
10415,3
10416,4
10417,2
10418,22
10419,21
10420,11
10421,18
10422,19
10423,9
10424,5
10425,12
10426,7
10427,8
10428,10
10429,14
10430,13
10431,20
10432,23
10433,15
10434,2
10435,22
10436,6
10437,3
10438,24
10439,11
10440,1
10441,4
10442,20
10443,5
10444,18
10445,19
10446,7
10447,21
10448,10
10449,9
10450,12
10451,17
10452,23
10453,13
10454,16
10455,14
10456,1
10457,3
10458,4
10459,2
10460,5
10461,6
10462,7
10463,17
10464,15
10465,14
10466,12
10467,16
10468,18
10469,11
10470,13
10471,8
10472,19
10473,20
10474,21
10475,23
10476,22
10477,24
10478,3
10479,2
10480,1
10481,5
10482,20
10483,15
10484,14
10485,22
10486,6
10487,4
10488,11
10489,7
10490,9
10491,12
10492,13
10493,8
10494,24
10495,10
10496,21
10497,16
10498,23
10499,17
10500,18
10501,19
10502,3
10503,1
10504,4
10505,2
10506,5
10507,7
10508,22
10509,6
10510,10
10511,8
10512,24
10513,13
10514,14
10515,23
10516,11
10517,12
10518,9
10519,16
10520,17
10521,20
10522,18
10523,19
10524,21
10525,2
10526,4
10527,1
10528,6
10529,3
10530,5
10531,9
10532,14
10533,22
10534,7
10535,12
10536,11
10537,23
10538,13
10539,10
10540,21
10541,24
10542,17
10543,20
10544,18
10545,8
10546,19
10547,1
10548,22
10549,2
10550,8
10551,6
10552,24
10553,13
10554,4
10555,20
10556,9
10557,23
10558,12
10559,3
10560,16
10561,7
10562,15
10563,11
10564,14
10565,18
10566,17
10567,10
10568,19
10569,21
10570,1
10571,4
10572,2
10573,3
10574,20
10575,6
10576,22
10577,5
10578,23
10579,8
10580,19
10581,12
10582,11
10583,17
10584,10
10585,18
10586,7
10587,14
10588,13
10589,15
10590,21
10591,16
10592,24
10593,1
10594,3
10595,2
10596,5
10597,4
10598,9
10599,7
10600,10
10601,13
10602,11
10603,12
10604,15
10605,21
10606,17
10607,16
10608,22
10609,24
10610,18
10611,19
10612,20
10613,3
10614,1
10615,5
10616,7
10617,2
10618,4
10619,11
10620,12
10621,17
10622,14
10623,24
10624,15
10625,18
10626,19
10627,21
10628,20
10629,22
10630,2
10631,1
10632,4
10633,3
10634,6
10635,5
10636,8
10637,23
10638,7
10639,24
10640,9
10641,15
10642,13
10643,22
10644,16
10645,12
10646,14
10647,17
10648,18
10649,20
10650,21
10651,1
10652,4
10653,3
10654,2
10655,7
10656,20
10657,6
10658,5
10659,13
10660,22
10661,12
10662,15
10663,11
10664,24
10665,14
10666,19
10667,10
10668,16
10669,23
10670,18
10671,17
10672,24
10673,1
10674,3
10675,4
10676,2
10677,5
10678,6
10679,7
10680,8
10681,11
10682,13
10683,22
10684,16
10685,15
10686,10
10687,17
10688,18
10689,19
10690,21
10691,23
10692,20
10693,14
10694,2
10695,1
10696,3
10697,22
10698,4
10699,7
10700,5
10701,6
10702,17
10703,8
10704,14
10705,11
10706,12
10707,10
10708,9
10709,13
10710,23
10711,16
10712,18
10713,21
10714,20
10715,19
10716,24
10717,3
10718,6
10719,5
10720,4
10721,2
10722,20
10723,1
10724,10
10725,8
10726,9
10727,22
10728,7
10729,12
10730,19
10731,11
10732,14
10733,21
10734,13
10735,15
10736,17
10737,18
10738,1
10739,5
10740,22
10741,3
10742,2
10743,4
10744,17
10745,20
10746,9
10747,7
10748,6
10749,8
10750,18
10751,12
10752,21
10753,10
10754,11
10755,13
10756,14
10757,16
10758,15
10759,3
10760,2
10761,1
10762,19
10763,6
10764,9
10765,7
10766,5
10767,8
10768,11
10769,21
10770,14
10771,12
10772,13
10773,22
10774,15
10775,17
10776,16
10777,18
10778,9
10779,1
10780,8
10781,15
10782,4
10783,13
10784,7
10785,2
10786,5
10787,3
10788,6
10789,16
10790,12
10791,14
10792,22
10793,11
10794,17
10795,19
10796,21
10797,20
10798,18
10799,6
10800,12
10801,4
10802,2
10803,1
10804,22
10805,5
10806,9
10807,3
10808,7
10809,10
10810,20
10811,13
10812,8
10813,15
10814,16
10815,14
10816,21
10817,11
10818,18
10819,19
10820,17
10821,1
10822,4
10823,2
10824,3
10825,10
10826,7
10827,16
10828,5
10829,6
10830,8
10831,11
10832,18
10833,17
10834,12
10835,15
10836,20
10837,9
10838,22
10839,13
10840,14
10841,1
10842,3
10843,14
10844,5
10845,4
10846,2
10847,6
10848,10
10849,21
10850,9
10851,15
10852,11
10853,16
10854,12
10855,20
10856,8
10857,7
10858,18
10859,17
10860,19
10861,22
10862,13
10863,4
10864,1
10865,21
10866,2
10867,8
10868,7
10869,19
10870,5
10871,3
10872,13
10873,6
10874,22
10875,20
10876,10
10877,11
10878,12
10879,14
10880,15
10881,16
10882,17
10883,18
10884,5
10885,1
10886,7
10887,2
10888,3
10889,12
10890,22
10891,4
10892,9
10893,11
10894,8
10895,14
10896,13
10897,20
10898,16
10899,15
10900,21
10901,18
10902,19
10903,17
10904,1
10905,3
10906,6
10907,19
10908,5
10909,2
10910,8
10911,13
10912,9
10913,22
10914,11
10915,7
10916,12
10917,10
10918,20
10919,21
10920,18
10921,15
10922,14
10923,16
10924,17
10925,3
10926,1
10927,5
10928,4
10929,20
10930,6
10931,8
10932,21
10933,2
10934,7
10935,13
10936,9
10937,11
10938,16
10939,18
10940,19
10941,17
10942,12
10943,10
10944,15
10945,14
10946,22
10947,1
10948,3
10949,5
10950,4
10951,2
10952,6
10953,7
10954,12
10955,10
10956,21
10957,11
10958,9
10959,8
10960,14
10961,22
10962,13
10963,16
10964,15
10965,18
10966,17
10967,19
10968,20
10969,1
10970,4
10971,21
10972,15
10973,5
10974,6
10975,2
10976,7
10977,22
10978,9
10979,14
10980,3
10981,8
10982,10
10983,13
10984,20
10985,11
10986,19
10987,16
10988,18
10989,17
10990,1
10991,5
10992,3
10993,7
10994,6
10995,9
10996,4
10997,11
10998,2
10999,10
11000,8
11001,19
11002,21
11003,20
11004,22
11005,18
11006,12
11007,13
11008,14
11009,15
11010,17
11011,16
11012,2
11013,1
11014,20
11015,3
11016,10
11017,8
11018,6
11019,4
11020,5
11021,9
11022,15
11023,11
11024,17
11025,7
11026,16
11027,13
11028,12
11029,19
11030,21
11031,18
11032,22
11033,14
11034,1
11035,2
11036,6
11037,20
11038,4
11039,7
11040,19
11041,11
11042,5
11043,14
11044,10
11045,8
11046,9
11047,13
11048,16
11049,15
11050,3
11051,12
11052,18
11053,22
11054,21
11055,17
11056,2
11057,1
11058,3
11059,7
11060,14
11061,4
11062,8
11063,9
11064,16
11065,5
11066,6
11067,12
11068,17
11069,11
11070,15
11071,13
11072,10
11073,18
11074,19
11075,21
11076,20
11077,1
11078,3
11079,2
11080,6
11081,4
11082,5
11083,7
11084,15
11085,8
11086,11
11087,16
11088,9
11089,13
11090,12
11091,10
11092,22
11093,17
11094,19
11095,18
11096,14
11097,21
11098,20
11099,1
11100,5
11101,3
11102,2
11103,9
11104,22
11105,10
11106,15
11107,7
11108,8
11109,14
11110,11
11111,21
11112,4
11113,13
11114,16
11115,12
11116,20
11117,6
11118,18
11119,17
11120,19
11121,19
11122,22
11123,1
11124,2
11125,4
11126,8
11127,6
11128,9
11129,20
11130,3
11131,7
11132,18
11133,11
11134,21
11135,5
11136,10
11137,13
11138,14
11139,17
11140,12
11141,1
11142,3
11143,2
11144,4
11145,16
11146,12
11147,5
11148,9
11149,19
11150,6
11151,10
11152,17
11153,7
11154,22
11155,11
11156,21
11157,18
11158,8
11159,20
11160,13
11161,15
11162,14
11163,2
11164,1
11165,8
11166,3
11167,10
11168,17
11169,7
11170,18
11171,9
11172,6
11173,5
11174,11
11175,4
11176,21
11177,19
11178,12
11179,14
11180,15
11181,16
11182,20
11183,13
11184,22
11185,1
11186,4
11187,5
11188,2
11189,3
11190,15
11191,7
11192,6
11193,12
11194,21
11195,8
11196,11
11197,10
11198,22
11199,13
11200,9
11201,16
11202,18
11203,17
11204,20
11205,19
11206,1
11207,2
11208,3
11209,5
11210,8
11211,7
11212,6
11213,11
11214,13
11215,10
11216,9
11217,14
11218,16
11219,17
11220,19
11221,18
11222,20
11223,21
11224,1
11225,2
11226,3
11227,20
11228,4
11229,12
11230,17
11231,10
11232,19
11233,21
11234,5
11235,6
11236,16
11237,8
11238,22
11239,15
11240,18
11241,14
11242,13
11243,9
11244,2
11245,17
11246,3
11247,7
11248,12
11249,1
11250,6
11251,8
11252,4
11253,10
11254,5
11255,9
11256,11
11257,15
11258,16
11259,13
11260,19
11261,21
11262,22
11263,20
11264,18
11265,4
11266,3
11267,1
11268,5
11269,8
11270,7
11271,22
11272,10
11273,11
11274,21
11275,12
11276,20
11277,6
11278,13
11279,19
11280,15
11281,16
11282,18
11283,17
11284,18
11285,5
11286,4
11287,8
11288,7
11289,1
11290,11
11291,3
11292,9
11293,10
11294,12
11295,14
11296,2
11297,21
11298,6
11299,16
11300,22
11301,20
11302,19
11303,15
11304,1
11305,2
11306,22
11307,9
11308,6
11309,4
11310,5
11311,20
11312,7
11313,10
11314,8
11315,11
11316,13
11317,21
11318,19
11319,14
11320,15
11321,12
11322,16
11323,17
11324,4
11325,7
11326,8
11327,1
11328,2
11329,5
11330,10
11331,9
11332,20
11333,14
11334,11
11335,19
11336,17
11337,21
11338,15
11339,6
11340,18
11341,16
11342,22
11343,2
11344,19
11345,5
11346,7
11347,1
11348,3
11349,12
11350,4
11351,13
11352,6
11353,9
11354,11
11355,8
11356,14
11357,20
11358,18
11359,21
11360,10
11361,16
11362,15
11363,22
11364,17
11365,1
11366,2
11367,4
11368,3
11369,10
11370,8
11371,21
11372,6
11373,5
11374,7
11375,9
11376,13
11377,12
11378,15
11379,19
11380,14
11381,16
11382,17
11383,18
11384,22
11385,11
11386,1
11387,21
11388,3
11389,2
11390,4
11391,5
11392,8
11393,11
11394,10
